Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/09  16:00:00,1445.40963,105.9246764,513.1521421,0,243.2593065,302.6124365,442.4901443,350.3685168,56.64669961,35.47492785
 01/09  17:00:00,1441.336811,106.9336461,514.3248518,0,243.2593065,310.1097119,445.8277565,334.3765948,84.97004941,26.48111228
 01/09  18:00:00,1454.759567,107.1772148,532.7118577,0,243.2593065,310.1097119,453.3645088,350.9026811,84.97004941,17.49177828
 01/09  19:00:00,1212.16858,101.2470396,550.9002481,0,166.9389264,199.1109338,447.4378698,345.0300797,84.97004941,17.43774067
 01/09  20:00:00,1217.152911,101.2470396,563.436352,0,166.9389264,191.6136585,425.4299595,351.3489508,56.64669961,17.43430908
 01/09  21:00:00,1094.121247,101.2470396,579.6490323,0,100.1506573,124.5586935,469.4840513,395.4009268,56.64669961,17.43642486
 01/09  22:00:00,1059.907259,101.2470396,583.8444719,0,100.1506573,124.5586935,457.0858272,405.893365,42.48502471,8.707437551
 01/09  23:00:00,1000.978492,101.2470396,578.8429097,0,46.09303362,124.5586935,471.0293939,425.3160063,28.3233498,17.3900378
 01/09  00:00:00,994.9076394,101.2470396,576.5669086,0,46.09303362,124.5586935,455.9122235,433.0455606,14.1616749,8.704988019
 01/10  01:00:00,979.7874623,101.2470396,577.5261898,0,46.09303362,113.3127805,462.7871,439.7321371,5.664669961,17.39029302
 01/10  02:00:00,981.5186154,101.2470396,577.4355027,0,46.09303362,113.3127805,460.8733839,446.5036249,5.664669961,8.705089071
 01/10  03:00:00,979.6405529,101.2470396,575.8456379,0,46.09303362,113.3127805,477.3656963,454.3107178,5.664669961,17.39030857
 01/10  04:00:00,977.0083696,101.2470396,573.897642,0,46.09303362,113.3127805,476.3595,461.9896925,5.664669961,8.705137543
 01/10  05:00:00,1067.971878,101.2470396,571.4610639,0,100.1506573,148.9693994,472.4121583,449.3571051,5.664669961,17.3903832
 01/10  06:00:00,1067.380691,101.4321499,568.6013653,0,100.1506573,149.8943994,713.7784586,690.9115991,14.1616749,8.705184558
 01/10  07:00:00,1292.643624,102.3962422,567.2293269,0,176.4710373,302.6124365,552.3061461,506.5922103,28.3233498,17.39058602
 01/10  08:00:00,1405.156478,103.3501344,567.6490385,0,243.2593065,310.1097119,532.6310081,472.6069754,42.48502471,17.539008
 01/10  09:00:00,1439.461314,103.9871458,568.6712029,0,243.2593065,310.1097119,546.0022729,459.5156687,56.64669961,29.83990459
 01/10  10:00:00,1478.049029,104.5815979,572.4455792,0,243.2593065,302.6124365,520.2983788,445.8865787,42.48502471,31.92677536
 01/10  11:00:00,1486.863526,105.2660729,569.4021453,0,243.2593065,310.1097119,528.2294756,421.8814709,70.80837451,35.53963022
 01/10  12:00:00,1469.969336,106.3823061,549.5815997,0,243.2593065,310.1097119,498.6471605,392.2296888,70.80837451,35.60909718
 01/10  13:00:00,1418.509978,107.1639772,533.6799927,0,243.2593065,310.1097119,485.9926525,379.7502284,70.80837451,35.4340496
 01/10  14:00:00,1440.940853,108.0254762,514.0341911,0,243.2593065,302.6124365,449.9669623,357.7114434,56.64669961,35.60881933
 01/10  15:00:00,1438.500846,108.5968173,508.7511225,0,243.2593065,302.6124365,418.3996212,340.3639338,42.48502471,35.55066262
 01/10  16:00:00,1431.328871,108.6730575,507.5907601,0,243.2593065,302.6124365,445.5767204,353.4443796,56.64669961,35.48564115
 01/10  17:00:00,1439.141971,109.3227201,525.6124013,0,243.2593065,310.1097119,474.7459968,354.4748647,84.97004941,35.30108274
 01/10  18:00:00,1482.764502,109.7320613,565.0425899,0,243.2593065,310.1097119,458.897908,356.4373759,84.97004941,17.49048271
 01/10  19:00:00,1235.588904,101.2470396,584.88562,0,166.9389264,199.1109338,461.5308212,359.1264747,84.97004941,17.43429709
 01/10  20:00:00,1236.107308,101.2470396,593.5617655,0,166.9389264,191.6136585,431.328664,365.952632,56.64669961,8.729332386
 01/10  21:00:00,1098.35085,101.2470396,589.4703851,0,100.1506573,124.5586935,482.1030958,408.0196927,56.64669961,17.43670351
 01/10  22:00:00,1057.239917,101.2470396,588.9992555,0,100.1506573,124.5586935,479.5798646,419.6992993,42.48502471,17.39554055
 01/10  23:00:00,1005.659972,101.2470396,581.1500099,0,46.09303362,124.5586935,478.300639,441.2706492,28.3233498,8.706639981
 01/10  00:00:00,1026.241735,101.2470396,570.9913025,0,46.09303362,124.5586935,477.8976049,446.3453284,14.1616749,17.39060163
 01/11  01:00:00,995.6510208,101.2470396,564.8501975,0,46.09303362,113.3127805,471.4878335,457.1164254,5.664669961,8.706738217
 01/11  02:00:00,1003.364931,101.2470396,558.6757812,0,46.09303362,113.3127805,489.1913975,466.1358952,5.664669961,17.39083232
 01/11  03:00:00,994.4889863,101.2470396,553.0846391,0,46.09303362,113.3127805,489.4658789,475.0945792,5.664669961,8.706629776
 01/11  04:00:00,995.2184698,101.2470396,549.0916518,0,46.09303362,113.3127805,504.1967092,481.1411011,5.664669961,17.39093817
 01/11  05:00:00,1087.01463,101.2470396,547.5194283,0,100.1506573,148.9693994,480.8141476,466.4458941,5.664669961,8.703583479
 01/11  06:00:00,1081.675069,101.6864635,548.6558084,0,100.1506573,149.8943994,721.812729,690.2582407,14.1616749,17.39281336
 01/11  07:00:00,1307.977913,102.9495879,550.8741104,0,176.4710373,302.6124365,559.6180175,522.5903783,28.3233498,8.704289385
 01/11  08:00:00,1426.200404,104.6967919,551.1109505,0,243.2593065,310.1097119,552.5909069,483.8055614,42.48502471,26.30032085
 01/11  09:00:00,1471.379325,105.8132811,555.0521589,0,243.2593065,310.1097119,530.7155852,447.6455904,56.64669961,26.42329516
 01/11  10:00:00,1501.253595,106.580022,548.3752923,0,243.2593065,302.6124365,494.9706363,425.9679185,42.48502471,26.51769308
 01/11  11:00:00,1493.110601,107.2921362,530.016618,0,243.2593065,310.1097119,509.6826747,403.3226508,70.80837451,35.55164943
 01/11  12:00:00,1475.630083,107.9403903,509.4864197,0,243.2593065,310.1097119,499.9538298,384.6399732,70.80837451,44.50548208
 01/11  13:00:00,1430.202423,108.6704025,501.9918778,0,243.2593065,310.1097119,467.580973,370.1976105,70.80837451,26.57498806
 01/11  14:00:00,1470.267913,109.559004,496.8667682,0,243.2593065,302.6124365,448.018766,346.8670237,56.64669961,44.50504266
 01/11  15:00:00,1463.400398,110.7867697,490.647819,0,243.2593065,302.6124365,395.4990868,317.4825608,42.48502471,35.53150129
 01/11  16:00:00,1462.00313,111.8742663,490.4060155,0,243.2593065,302.6124365,389.4812414,297.3661306,56.64669961,35.46841123
 01/11  17:00:00,1467.255634,112.5520414,489.0694362,0,243.2593065,310.1097119,398.9483282,287.4912345,84.97004941,26.48704432
 01/11  18:00:00,1475.944174,112.2869115,496.9217454,0,243.2593065,310.1097119,412.580034,310.1186381,84.97004941,17.49134647
 01/11  19:00:00,1238.357055,101.2470396,530.7426468,0,166.9389264,199.1109338,426.8773166,324.4709794,84.97004941,17.43628778
 01/11  20:00:00,1246.652987,101.2470396,547.0622523,0,166.9389264,191.6136585,404.1920545,330.1082942,56.64669961,17.43706067
 01/11  21:00:00,1126.299661,101.2470396,566.1630567,0,100.1506573,124.5586935,446.2444359,372.1631736,56.64669961,17.43456269
 01/11  22:00:00,1083.743675,101.2470396,568.0707039,0,100.1506573,124.5586935,436.1468245,384.9534175,42.48502471,8.708382317
 01/11  23:00:00,1001.898062,101.2470396,564.0208235,0,46.09303362,124.5586935,454.5154525,408.8003045,28.3233498,17.39179823
 01/11  00:00:00,992.7582064,101.2470396,562.5764154,0,46.09303362,124.5586935,445.5238873,422.6563067,14.1616749,8.705905671
 01/12  01:00:00,980.5557738,101.2470396,558.7860441,0,46.09303362,113.3127805,456.5097208,433.4552161,5.664669961,17.38983474
 01/12  02:00:00,985.6651495,101.2470396,555.5217773,0,46.09303362,113.3127805,455.7287334,441.3580283,5.664669961,8.706035176
 01/12  03:00:00,989.4395131,101.2470396,552.7382989,0,46.09303362,113.3127805,474.1506665,451.0964475,5.664669961,17.38954903
 01/12  04:00:00,995.3277477,101.2470396,549.3672544,0,46.09303362,113.3127805,474.9474484,460.576671,5.664669961,8.706107423
 01/12  05:00:00,1072.263635,101.2470396,539.3811043,0,100.1506573,148.9693994,471.935562,448.8812141,5.664669961,17.38967793
 01/12  06:00:00,996.4265617,101.822961,465.4504135,0,100.1506573,149.8943994,677.1478918,654.2800324,14.1616749,8.706184515
 01/12  07:00:00,1253.772931,103.916031,486.6937163,0,176.4710373,302.6124365,545.8469255,500.1323198,28.3233498,17.39125585
 01/12  08:00:00,1363.089248,105.6900588,487.7140801,0,243.2593065,310.1097119,524.2906991,464.2650421,42.48502471,17.54063234
 01/12  09:00:00,1425.588946,106.7916933,529.3056342,0,243.2593065,310.1097119,517.8625543,434.7887626,56.64669961,26.42709204
 01/12  10:00:00,1483.319238,107.5433976,549.2510297,0,243.2593065,302.6124365,491.6198117,413.7835025,42.48502471,35.35128448
 01/12  11:00:00,1504.981349,108.2410045,556.3677207,0,243.2593065,310.1097119,496.9205764,390.5774366,70.80837451,35.53476528
 01/12  12:00:00,1493.044088,108.8807664,535.1087777,0,243.2593065,310.1097119,479.3928543,372.9810009,70.80837451,35.60347891
 01/12  13:00:00,1445.120447,109.7788819,516.6333939,0,243.2593065,310.1097119,464.4092062,358.171222,70.80837451,35.42960968
 01/12  14:00:00,1471.742846,110.8318705,499.1471755,0,243.2593065,302.6124365,429.4967458,337.246091,56.64669961,35.60395521
 01/12  15:00:00,1469.857883,112.0998538,488.2251203,0,243.2593065,302.6124365,389.6543591,311.6233479,42.48502471,35.5459865
 01/12  16:00:00,1475.975642,113.0314019,486.8916296,0,243.2593065,302.6124365,388.9792954,296.8509152,56.64669961,35.48168055
 01/12  17:00:00,1476.239286,113.6384365,485.0235122,0,243.2593065,310.1097119,401.3760046,289.9227974,84.97004941,26.48315774
 01/12  18:00:00,1481.795378,113.4729854,491.6921697,0,243.2593065,310.1097119,419.2735131,308.0741744,84.97004941,26.22928933
 01/12  19:00:00,1241.965392,101.2470396,531.2282827,0,166.9389264,199.1109338,414.862669,321.1630439,84.97004941,8.729575638
 01/12  20:00:00,1247.437162,101.2470396,547.8502862,0,166.9389264,191.6136585,400.9436692,326.8599056,56.64669961,17.43706398
 01/12  21:00:00,1119.51343,101.2470396,568.2578372,0,100.1506573,124.5586935,443.4412321,369.3582169,56.64669961,17.43631567
 01/12  22:00:00,1083.388809,101.2470396,568.9309341,0,100.1506573,124.5586935,442.2970216,382.4158603,42.48502471,17.39613658
 01/12  23:00:00,1013.214783,101.2470396,563.3339065,0,46.09303362,124.5586935,443.3095519,406.280644,28.3233498,8.70555815
 01/12  00:00:00,1005.447088,101.2470396,558.764411,0,46.09303362,124.5586935,452.1761627,420.623249,14.1616749,17.39123877
 01/13  01:00:00,993.7020932,101.2470396,552.6677342,0,46.09303362,113.3127805,447.0411487,432.6707991,5.664669961,8.705679648
 01/13  02:00:00,948.1856515,101.2470396,511.3522307,0,46.09303362,113.3127805,467.4482361,444.3920571,5.664669961,17.39150906
 01/13  03:00:00,907.2908531,101.2470396,478.0877132,0,46.09303362,113.3127805,470.4891115,456.1186699,5.664669961,8.705771644
 01/13  04:00:00,913.8098801,101.2470396,480.3509774,0,46.09303362,113.3127805,489.7927218,466.7363831,5.664669961,17.39166872
 01/13  05:00:00,999.4285666,101.2470396,474.4088756,0,100.1506573,148.9693994,471.1698941,456.7993732,5.664669961,8.705850985
 01/13  06:00:00,998.8257501,101.9209802,468.6296683,0,100.1506573,149.8943994,684.6812617,653.1277484,14.1616749,17.39183837
 01/13  07:00:00,1221.23875,104.167293,462.5522251,0,176.4710373,302.6124365,540.1293741,503.1000869,28.3233498,8.705937447
 01/13  08:00:00,1331.158396,105.9085606,457.9908837,0,243.2593065,310.1097119,539.868787,471.0813638,42.48502471,26.30239847
 01/13  09:00:00,1397.444847,107.0330713,490.6026751,0,243.2593065,310.1097119,522.5572937,439.4840444,56.64669961,26.42654969
 01/13  10:00:00,1486.154914,107.8097672,537.5535638,0,243.2593065,302.6124365,486.0559662,417.0492338,42.48502471,26.52170764
 01/13  11:00:00,1514.578046,108.4909938,546.3682006,0,243.2593065,310.1097119,499.7410021,393.383641,70.80837451,35.5489866
 01/13  12:00:00,1505.225955,109.0694954,535.7477814,0,243.2593065,310.1097119,493.152987,377.8245719,70.80837451,44.52004054
 01/13  13:00:00,1449.251244,109.8363707,522.2383226,0,243.2593065,310.1097119,462.6681384,365.2732828,70.80837451,26.58648108
 01/13  14:00:00,1477.793029,110.8965345,512.1304869,0,243.2593065,302.6124365,446.1989776,345.0332955,56.64669961,44.51898251
 01/13  15:00:00,1469.096132,112.1412714,501.4001006,0,243.2593065,302.6124365,399.0718082,321.0569792,42.48502471,35.52980428
 01/13  16:00:00,1475.769798,113.0508702,495.7441659,0,243.2593065,302.6124365,396.5620313,304.4486154,56.64669961,35.46671633
 01/13  17:00:00,1482.441871,113.6651892,489.4793281,0,243.2593065,310.1097119,406.6982672,295.2428723,84.97004941,26.4853455
 01/13  18:00:00,1496.743504,113.3802417,504.4719996,0,243.2593065,310.1097119,417.2660381,314.8006634,84.97004941,17.49532534
 01/13  19:00:00,1267.057721,101.2470396,546.2892576,0,166.9389264,199.1109338,432.273514,329.8647847,84.97004941,17.43867995
 01/13  20:00:00,1274.059927,101.2470396,565.5571204,0,166.9389264,191.6136585,411.706557,337.623824,56.64669961,17.43603346
 01/13  21:00:00,1112.388988,101.2470396,560.9336966,0,100.1506573,124.5586935,445.9381213,380.5643025,56.64669961,8.727119114
 01/13  22:00:00,1069.278398,101.2470396,558.2242427,0,100.1506573,124.5586935,453.4947506,393.6123762,42.48502471,17.39734969
 01/13  23:00:00,1012.445408,101.2470396,551.9381504,0,46.09303362,124.5586935,464.3925501,418.6783967,28.3233498,17.39080363
 01/13  00:00:00,1011.558061,101.2470396,544.7819913,0,46.09303362,124.5586935,453.2953341,430.4282527,14.1616749,8.705406459
 01/14  01:00:00,947.1343373,101.2470396,500.7808778,0,46.09303362,113.3127805,465.1271637,442.0714356,5.664669961,17.39105822
 01/14  02:00:00,911.2450157,101.2470396,465.1511136,0,46.09303362,113.3127805,467.5771468,453.2069263,5.664669961,8.705550585
 01/14  03:00:00,924.050815,101.2470396,475.8943493,0,46.09303362,113.3127805,488.0054764,464.949547,5.664669961,17.39125942
 01/14  04:00:00,932.9104107,101.2470396,479.4293383,0,46.09303362,113.3127805,489.8415098,475.4711949,5.664669961,8.705644926
 01/14  05:00:00,936.3002351,101.2470396,468.4268051,0,55.62514452,113.3127805,498.6349541,475.5788461,5.664669961,17.39143798
 01/14  06:00:00,921.8542747,101.2470396,452.003584,0,55.62514452,113.3127805,507.7900737,484.9226625,14.1616749,8.705736256
 01/14  07:00:00,992.7691201,101.2470396,452.1543649,0,65.15725541,176.8892702,475.87136,430.1563957,28.3233498,17.39161448
 01/14  08:00:00,1120.536544,101.5892074,462.6410842,0,109.6827682,220.9681645,700.9285218,649.7376617,42.48502471,8.705835395
 01/14  09:00:00,1167.382859,101.58378,503.0294268,0,109.6827682,220.9681645,625.6910524,551.573419,56.64669961,17.4709338
 01/14  10:00:00,1307.25566,102.6229461,528.4450771,0,131.9455246,266.9558176,574.040479,505.2416052,42.48502471,26.31384905
 01/14  11:00:00,1336.716829,103.0638808,539.5698677,0,131.9455246,274.4530929,579.9910734,482.7584732,70.80837451,26.42422565
 01/14  12:00:00,1322.7819,103.4238043,523.7262499,0,131.9455246,274.4530929,559.6428916,462.4135726,70.80837451,26.42094457
 01/14  13:00:00,1274.52185,103.7343387,510.7571911,0,131.9455246,274.4530929,538.0791432,440.8542767,70.80837451,26.41649205
 01/14  14:00:00,1259.847782,103.9848768,508.018587,0,131.9455246,266.9558176,501.3009655,418.2370703,56.64669961,26.41719565
 01/14  15:00:00,1252.268854,104.203311,503.561331,0,131.9455246,266.9558176,457.9984519,389.0964754,42.48502471,26.41695173
 01/14  16:00:00,1179.089419,101.2470396,509.1871572,0,109.6827682,212.5458892,376.4388094,293.3699808,56.64669961,26.42212899
 01/14  17:00:00,1189.686771,101.2470615,511.1845016,0,109.6827682,220.0431645,400.2049142,288.8167071,84.97004941,26.41815767
 01/14  18:00:00,1149.84278,101.2470396,519.2216607,0,109.6827682,220.0431645,412.8274453,308.9035026,84.97004941,18.95389326
 01/14  19:00:00,1140.53972,101.2470396,542.8217654,0,100.1506573,199.1109338,451.142635,350.1872269,84.97004941,15.98535865
 01/14  20:00:00,1141.575558,101.2470396,568.0531789,0,100.1506573,191.6136585,431.6549251,357.6175662,56.64669961,17.39065926
 01/14  21:00:00,1030.112291,101.2470396,567.6525528,0,55.62514452,124.5586935,467.2275724,401.8755305,56.64669961,8.705342233
 01/14  22:00:00,1029.640631,101.2470396,562.0361784,0,55.62514452,124.5586935,471.8832648,412.0073973,42.48502471,17.39084275
 01/14  23:00:00,1019.769336,101.2470396,555.9668069,0,46.09303362,124.5586935,470.2439401,433.2151621,28.3233498,8.705428225
 01/14  00:00:00,1018.431745,101.2470396,550.3305007,0,46.09303362,124.5586935,476.0467511,444.4940585,14.1616749,17.39101763
 01/15  01:00:00,984.4672762,101.2470396,546.305989,0,34.96165543,113.3127805,469.8480234,455.4777897,5.664669961,8.705563762
 01/15  02:00:00,983.9787688,101.2470396,543.8163554,0,34.96165543,113.3127805,488.899436,465.8434587,5.664669961,17.39130737
 01/15  03:00:00,979.5969064,101.2470396,537.3170793,0,34.96165543,113.3127805,489.9737591,475.6034144,5.664669961,8.705674742
 01/15  04:00:00,937.9465175,101.2470396,489.6762853,0,34.96165543,113.3127805,508.2343649,485.1781849,5.664669961,17.39150997
 01/15  05:00:00,948.7468925,101.2470396,488.7082604,0,44.49376632,113.3127805,496.4736924,482.1032453,5.664669961,8.705777173
 01/15  06:00:00,947.8022391,101.2470396,485.3955158,0,44.49376632,113.3127805,521.7082995,490.1549172,14.1616749,17.39170741
 01/15  07:00:00,1035.020116,101.2470396,499.727182,0,54.02587722,176.8892702,473.78821,436.7589814,28.3233498,8.705878723
 01/15  08:00:00,1047.839706,101.2470396,512.3798762,0,54.02587722,184.3865456,498.3186649,438.4417363,42.48502471,17.39190393
 01/15  09:00:00,1136.261841,101.2470396,526.5131331,0,65.15725541,220.0431645,504.7945878,430.6883018,56.64669961,17.45958646
 01/15  10:00:00,1132.917072,101.2470396,532.6252177,0,65.15725541,212.5458892,486.5642089,426.5445725,42.48502471,17.53461171
 01/15  11:00:00,1148.82592,101.2470396,541.5082556,0,65.15725541,220.0431645,522.6675986,425.4647398,70.80837451,26.39448421
 01/15  12:00:00,1149.902943,101.2470396,548.3881107,0,65.15725541,220.0431645,517.3623003,420.1554332,70.80837451,26.3984926
 01/15  13:00:00,1148.034836,101.2470396,555.1120127,0,65.15725541,220.0431645,505.7090144,408.5033444,70.80837451,26.39729556
 01/15  14:00:00,1125.56785,101.2470396,540.6321815,0,65.15725541,212.5458892,487.188587,404.1457378,56.64669961,26.39614958
 01/15  15:00:00,1113.904363,101.2470396,532.9312136,0,65.15725541,212.5458892,456.3012473,387.4212126,42.48502471,26.39500996
 01/15  16:00:00,1115.828225,101.2470396,532.1462465,0,65.15725541,212.5458892,473.9459817,390.9055433,56.64669961,26.39373875
 01/15  17:00:00,1092.715182,101.2470396,527.8426985,0,65.15725541,220.0431645,477.6237982,366.2557738,84.97004941,26.39797502
 01/15  18:00:00,1051.758361,101.2470396,549.4853045,0,54.02587722,184.3865456,499.555283,397.053611,84.97004941,17.53162261
